law_id,law_name,sectors,mapping_method,article_no,article_title,txt
54386cb9-185c-4394-9abe-9cc96933b225,건축법,{BUILDING},auto_regex,99,재정의 효력 등,"제99조(재정의 효력 등) 재정위원회가 재정을 한 경우 재정 문서의 정본이 당사자에게 송달된 날부터 60일 이내에 당사자 양쪽이나 어느 한쪽으로부터 그 재정의 대상인 건축물의 건축등의 분쟁을 원인으로 하는 소송이 제기되지 아니하거나 그 소송이 철회되면 그 재정 내용은 재판상 화해와 동일한 효력을 갖는다. 다만, 당사자가 임의로 처분할 수 없는 사항에 관한 "
54386cb9-185c-4394-9abe-9cc96933b225,건축법,{BUILDING},auto_regex,105,벌칙 적용 시 공무원 의제,"제105조(벌칙 적용 시 공무원 의제) 다음 각 호의 어느 하나에 해당하는 사람은 공무원이 아니더라도 「형법」 제129조부터 제132조까지의 규정과 「특정범죄가중처벌 등에 관한 법률」 제2조와 제3조에 따른 벌칙을 적용할 때에는 공무원으로 본다. <개정 2009.4.1, 2014.1.14, 2014.5.28, 2016.2.3, 2017.4.18, 2019."
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,1,목적,"제1조(목적) 이 규칙은 「건축법」 및 「건축법 시행령」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다. <개정 2005.7.18, 2012.12.12>"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,1,설계도서의 범위,"제1조의2(설계도서의 범위) 「건축법」(이하 ""법""이라 한다) 제2조제14호에서 ""그 밖에 국토교통부령으로 정하는 공사에 필요한 서류""란 다음 각 호의 서류를 말한다. <개정 2005.7.18, 2008.3.14, 2008.12.11, 2013.3.23> [1.] 1. 건축설비계산 관계서류 [2.] 2. 토질 및 지질 관계서류 [3.] 3. 기타 공사에 필"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,2,중앙건축위원회의 운영 등,"제2조(중앙건축위원회의 운영 등) [①] ① 법 제4조제1항 및 「건축법 시행령」(이하 ""영""이라 한다) 제5조의4에 따라 국토교통부에 두는 건축위원회(이하 ""중앙건축위원회""라 한다)의 회의는 다음 각 호에 따라 운영한다. <개정 2013.3.23, 2016.1.13> [1.] 1. 중앙건축위원회의 위원장은 중앙건축위원회의 회의를 소집하고, 그 의장이 된다"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,2,적용의 완화,"제2조의5(적용의 완화) 영 제6조제2항제2호나목에서 ""국토교통부령으로 정하는 규모 및 범위""란 다음 각 호의 구분에 따른 증축을 말한다. <개정 2012.12.12, 2013.3.23, 2013.11.28, 2014.4.25, 2014.11.28, 2016.7.20, 2016.8.12, 2022.2.11, 2024.12.17> [1.] 1. 증축의 규모는"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,2,지방건축위원회의 심의 신청 등,"제2조의4(지방건축위원회의 심의 신청 등) [①] ① 법 제4조의2제1항 및 제3항에 따라 건축물을 건축하거나 대수선하려는 자는 특별시ㆍ광역시ㆍ특별자치시ㆍ도ㆍ특별자치도 및 시ㆍ군ㆍ구(자치구를 말한다. 이하 같다)에 두는 건축위원회(이하 ""지방건축위원회""라 한다)의 심의 또는 재심의를 신청하려는 경우에는 별지 제1호서식의 건축위원회 심의(재심의)신청서에 영 "
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,2,중앙건축위원회의 심의등의 결과 통보,제2조의2(중앙건축위원회의 심의등의 결과 통보) 국토교통부장관은 중앙건축위원회가 심의등을 의결한 날부터 7일 이내에 심의등을 신청한 자에게 그 심의등의 결과를 서면으로 알려야 한다. <개정 2013.3.23>
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,2,전문위원회의 구성등,"제2조의3(전문위원회의 구성등) [①] ① 삭제 <1999.5.11> [②] ②법 제4조제2항에 따라 중앙건축위원회에 구성되는 전문위원회(이하 이 조에서 ""전문위원회""라 한다)는 중앙건축위원회의 위원 중 5인 이상 15인 이하의 위원으로 구성한다. <개정 1999.5.11, 2006.5.12> [③] ③전문위원회의 위원장은 전문위원회의 위원중에서 국토교통부"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,3,기존건축물에 대한 특례,"제3조(기존건축물에 대한 특례) 영 제6조의2제1항제3호에서 ""국토교통부령으로 정하는 경우""란 다음 각 호의 어느 하나에 해당하는 경우를 말한다. <개정 2003.7.1, 2005.7.18, 2006.5.12, 2008.3.14, 2010.8.5, 2012.3.16, 2013.3.23, 2014.10.15> [1.] 1. 법률 제3259호 「준공미필건축물 "
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,19,업무제한 대상 건축물 등의 공개,"제19조의5(업무제한 대상 건축물 등의 공개) 국토교통부장관은 법 제25조의2제10항에 따라 같은 조 제9항에 따른 통보사항 중 다음 각 호의 사항을 국토교통부 홈페이지 또는 법 제32조제1항에 따른 전자정보처리 시스템에 게시하는 방법으로 공개하여야 한다. [1.] 1. 법 제25조의2제1항부터 제5항까지의 조치를 받은 설계자, 공사시공자, 공사감리자 및 "
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,38,건축협정의 관리,제38조의10(건축협정의 관리) [①] ① 건축협정인가권자는 법 제77조의6 및 제77조의7에 따라 건축협정을 인가하거나 변경인가한 경우에는 별지 제27호의9서식의 건축협정관리대장에 작성하여 관리하여야 한다. [②] ② 제1항에 따른 건축협정관리대장은 전자적 처리가 불가능한 특별한 사유가 없으면 전자적 처리가 가능한 방법으로 작성하여 관리하여야 한다.
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,38,건축협정의 인가 등,"제38조의9(건축협정의 인가 등) [①] ① 법 제77조의4제1항 및 제2항에 따라 건축협정을 체결하는 자(이하 ""협정체결자""라 한다) 또는 건축협정운영회의 대표자가 법 제77조의6제1항에 따라 건축협정의 인가를 받으려는 경우에는 별지 제27호의8서식의 건축협정 인가신청서를 건축협정인가권자에게 제출하여야 한다. [②] ② 협정체결자 또는 건축협정운영회의 대"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,38,건축협정의 폐지,제38조의11(건축협정의 폐지) [①] ① 협정체결자 또는 건축협정운영회의 대표자가 법 제77조의9에 따라 건축협정을 폐지하려는 경우에는 별지 제27호의10서식의 건축협정 폐지인가신청서를 건축협정인가권자에게 제출하여야 한다. [②] ② 건축협정인가권자는 법 제77조의9에 따라 건축협정의 폐지를 인가한 때에는 해당 지방자치단체의 공보에 공고하여야 한다.
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,39,건축행정의 지도ㆍ감독,"제39조(건축행정의 지도ㆍ감독) 법 제78조제4항에 따라 국토교통부장관 또는 시ㆍ도지사는 연 1회 이상 건축행정의 건실한 운영을 지도ㆍ감독하기 위하여 다음 각 호의 내용이 포함된 지도ㆍ점검계획을 수립하여야 한다. <개정 2005.10.20, 2008.3.14, 2008.12.11, 2013.3.23> [1.] 1. 건축허가 등 건축민원 처리실태 [2.] 2"
506b574f-97b2-4f52-bbdf-4b7a56da60d8,건축법 시행규칙,{BUILDING},auto_regex,43,분쟁조정의 신청,"제43조의3(분쟁조정의 신청) [①] ①영 제119조의4제1항에 따라 분쟁의 조정 또는 재정(이하 ""조정등""이라 한다)을 받으려는 자는 다음 각 호의 사항을 기재하고 서명ㆍ날인한 분쟁조정등신청서에 참고자료 또는 서류를 첨부해 국토교통부에 설치된 건축분쟁전문위원회(이하 ""분쟁위원회""라 한다)에 제출(전자문서로 제출하는 것을 포함한다)해야 한다. <개정 200"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,1,목적,제1조(목적) 이 영은 「건축법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,1,,제1장 총칙
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,2,정의,"제2조(정의) 이 영에서 사용하는 용어의 뜻은 다음과 같다. <개정 2009.7.16, 2010.2.18, 2011.12.8, 2011.12.30, 2013.3.23, 2014.11.11, 2014.11.28, 2015.9.22, 2016.1.19, 2016.5.17, 2016.6.30, 2016.7.19, 2017.2.3, 2018.9.4, 2020.4."
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,3,대수선의 범위,"제3조의2(대수선의 범위) 법 제2조제1항제9호에서 ""대통령령으로 정하는 것""이란 다음 각 호의 어느 하나에 해당하는 것으로서 증축ㆍ개축 또는 재축에 해당하지 아니하는 것을 말한다. <개정 2010.2.18, 2014.11.28> [1.] 1. 내력벽을 증설 또는 해체하거나 그 벽면적을 30제곱미터 이상 수선 또는 변경하는 것 [2.] 2. 기둥을 증설 또"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,3,지형적 조건 등에 따른 도로의 구조와 너비,"제3조의3(지형적 조건 등에 따른 도로의 구조와 너비) 법 제2조제1항제11호 각 목 외의 부분에서 ""대통령령으로 정하는 구조와 너비의 도로""란 다음 각 호의 어느 하나에 해당하는 도로를 말한다. <개정 2014.10.14> [1.] 1. 특별자치시장ㆍ특별자치도지사 또는 시장ㆍ군수ㆍ구청장이 지형적 조건으로 인하여 차량 통행을 위한 도로의 설치가 곤란하다고 "
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,3,용도별 건축물의 종류,제3조의5(용도별 건축물의 종류) 법 제2조제2항 각 호의 용도에 속하는 건축물의 종류는 별표 1과 같다.
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,3,대지의 범위,"제3조(대지의 범위) [①] ① 법 제2조제1항제1호 단서에 따라 둘 이상의 필지를 하나의 대지로 할 수 있는 토지는 다음 각 호와 같다. <개정 2009.12.14, 2011.6.29, 2012.4.10, 2013.11.20, 2014.10.14, 2015.6.1, 2016.5.17, 2016.8.11, 2021.1.8, 2024.6.18> [1.] 1."
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,3,실내건축의 재료 등,"제3조의4(실내건축의 재료 등) 법 제2조제1항제20호에서 ""벽지, 천장재, 바닥재, 유리 등 대통령령으로 정하는 재료 또는 장식물""이란 다음 각 호의 재료를 말한다. [1.] 1. 벽, 천장, 바닥 및 반자틀의 재료 [2.] 2. 실내에 설치하는 난간, 창호 및 출입문의 재료 [3.] 3. 실내에 설치하는 전기ㆍ가스ㆍ급수(給水), 배수(排水)ㆍ환기시설의 "
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,5,건축민원전문위원회의 심의 대상,"제5조의9(건축민원전문위원회의 심의 대상) 법 제4조의4제1항제3호에서 ""대통령령으로 정하는 민원""이란 다음 각 호의 어느 하나에 해당하는 민원을 말한다. [1.] 1. 건축조례의 운영 및 집행에 관한 민원 [2.] 2. 그 밖에 관계 건축법령에 따른 처분기준 외의 사항을 요구하는 등 허가권자의 부당한 요구에 따른 민원"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,6,부유식 건축물의 특례,"제6조의4(부유식 건축물의 특례) [①] ① 법 제6조의3제1항에 따라 같은 항에 따른 부유식 건축물(이하 ""부유식 건축물""이라 한다)에 대해서는 다음 각 호의 구분기준에 따라 법 제40조부터 제44조까지, 제46조 및 제47조를 적용한다. [1.] 1. 법 제40조에 따른 대지의 안전 기준의 경우: 같은 조 제3항에 따른 오수의 배출 및 처리에 관한 부분"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,6,적용의 완화,"제6조(적용의 완화) [①] ① 법 제5조제1항에 따라 완화하여 적용하는 건축물 및 기준은 다음 각 호와 같다. <개정 2009.6.30, 2009.7.16, 2010.2.18, 2010.8.17, 2010.12.13, 2012.4.10, 2012.12.12, 2013.3.23, 2013.5.31, 2014.4.29, 2014.10.14, 2015.12.2"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,18,사진 및 동영상 촬영 대상 건축물 등,"제18조의2(사진 및 동영상 촬영 대상 건축물 등) [①] ① 법 제24조제7항 전단에서 ""공동주택, 종합병원, 관광숙박시설 등 대통령령으로 정하는 용도 및 규모의 건축물""이란 다음 각 호의 어느 하나에 해당하는 건축물을 말한다. <개정 2018.12.4> [1.] 1. 다중이용 건축물 [2.] 2. 특수구조 건축물 [3.] 3. 건축물의 하층부가 필로티나"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,19,업무제한 대상 건축물 등,"제19조의3(업무제한 대상 건축물 등) [①] ① 법 제25조의2제1항에서 ""대통령령으로 정하는 주요 건축물""이란 다음 각 호의 건축물을 말한다. [1.] 1. 다중이용 건축물 [2.] 2. 준다중이용 건축물 [②] ② 법 제25조의2제2항 각 호 외의 부분에서 ""대통령령으로 정하는 규모 이상의 재산상의 피해""란 도급 또는 하도급받은 금액의 100분의 10"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,22,전산자료의 이용자에 대한 지도·감독의 대상 등,"제22조의3(전산자료의 이용자에 대한 지도ㆍ감독의 대상 등) [①] ① 법 제33조제1항에 따라 전산자료를 이용하는 자에 대하여 그 보유 또는 관리 등에 관한 사항을 지도ㆍ감독하는 대상은 다음 각 호의 구분에 따른 전산자료(다른 법령에 따라 제공받은 전산자료를 포함한다)를 이용하는 자로 한다. 다만, 국가 및 지방자치단체는 제외한다. <개정 2013.3.2"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,27,공개 공지 등의 확보,"제27조의2(공개 공지 등의 확보) [①] ① 법 제43조제1항에 따라 다음 각 호의 어느 하나에 해당하는 건축물의 대지에는 공개 공지 또는 공개 공간(이하 이 조에서 ""공개공지등""이라 한다)을 설치해야 한다. 이 경우 공개 공지는 필로티의 구조로 설치할 수 있다. <개정 2009.7.16, 2013.11.20, 2019.10.22> [1.] 1. 문화 및"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,44,피난 규정의 적용례,"제44조(피난 규정의 적용례) 건축물이 창문, 출입구, 그 밖의 개구부(開口部)(이하 ""창문등""이라 한다)가 없는 내화구조의 바닥 또는 벽으로 구획되어 있는 경우에는 그 구획된 각 부분을 각각 별개의 건축물로 보아 제34조부터 제41조까지 및 제48조를 적용한다. <개정 2018.9.4>"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,63,품질인정 대상 건축자재 등,"제63조의2(품질인정 대상 건축자재 등) 법 제52조의5제1항에서 ""방화문, 복합자재 등 대통령령으로 정하는 건축자재와 내화구조""란 다음 각 호의 건축자재와 내화구조(이하 제63조의4 및 제63조의5에서 ""건축자재등""이라 한다)를 말한다. [1.] 1. 법 제52조의4제1항에 따른 복합자재 중 국토교통부령으로 정하는 강판과 심재로 이루어진 복합자재 [2.]"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,86,일조 등의 확보를 위한 건축물의 높이 제한,"제86조(일조 등의 확보를 위한 건축물의 높이 제한) [①] ① 전용주거지역이나 일반주거지역에서 건축물을 건축하는 경우에는 법 제61조제1항에 따라 건축물의 각 부분을 정북(正北) 방향으로의 인접 대지경계선으로부터 다음 각 호의 범위에서 건축조례로 정하는 거리 이상을 띄어 건축하여야 한다. <개정 2015.7.6, 2023.9.12> [1.] 1. 높이 1"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,109,관계 법령의 적용 특례,"제109조(관계 법령의 적용 특례) [①] ① 법 제73조제1항제2호에서 ""대통령령으로 정하는 규정""이란 「주택건설기준 등에 관한 규정」 제10조, 제13조, 제35조, 제37조, 제50조 및 제52조를 말한다. <개정 2013.6.17, 2025.8.26> [②] ② 허가권자가 법 제73조제3항에 따라 「소방시설 설치 및 관리에 관한 법률」 제12조 및 "
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,110,건축협정의 체결,"제110조의3(건축협정의 체결) [①] ① 법 제77조의4제1항 각 호 외의 부분에서 ""토지 또는 건축물의 소유자, 지상권자 등 대통령령으로 정하는 자""란 다음 각 호의 자를 말한다. [1.] 1. 토지 또는 건축물의 소유자(공유자를 포함한다. 이하 이 항에서 같다) [2.] 2. 토지 또는 건축물의 지상권자 [3.] 3. 그 밖에 해당 토지 또는 건축물에"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,110,건축협정의 폐지 제한 기간,"제110조의4(건축협정의 폐지 제한 기간) [①] ① 법 제77조의9제1항 단서에서 ""대통령령으로 정하는 기간""이란 착공신고를 한 날부터 20년을 말한다. [②] ② 제1항에도 불구하고 다음 각 호의 요건을 모두 갖춘 경우에는 제1항에 따른 기간이 지난 것으로 본다. [1.] 1. 법 제57조제3항에 따라 분할된 대지를 같은 조 제1항 및 제2항의 기준에 "
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,111,결합건축 대상지,"제111조(결합건축 대상지) [①] ① 법 제77조의15제1항 각 호 외의 부분에서 ""대통령령으로 정하는 범위에 있는 2개의 대지""란 다음 각 호의 요건을 모두 충족하는 2개의 대지를 말한다. <개정 2019.10.22, 2021.1.8> [1.] 1. 2개의 대지 모두가 법 제77조의15제1항 각 호의 지역 중 동일한 지역에 속할 것 [2.] 2. 2개의"
da0c8756-16de-4af0-9172-120efa1ec48f,건축법 시행령,{BUILDING},auto_regex,119,「행정대집행법」 적용의 특례,"제119조의2(「행정대집행법」 적용의 특례) 법 제85조제1항제5호에서 ""대통령령으로 정하는 경우""란 「대기환경보전법」에 따른 대기오염물질 또는 「물환경보전법」에 따른 수질오염물질을 배출하는 건축물로서 주변 환경을 심각하게 오염시킬 우려가 있는 경우를 말한다. <개정 2019.10.22>"
7910242a-6573-4c30-bb86-48f768d1688a,건축사법,{BUILDING},auto_regex,1,목적,제1조(목적) 이 법은 건축사의 자격과 그 업무에 관한 사항을 규정함으로써 건축물과 공간 환경의 질적 향상을 도모하고 건축문화 발전에 이바지함을 목적으로 한다.
7910242a-6573-4c30-bb86-48f768d1688a,건축사법,{BUILDING},auto_regex,1,,제1장 총칙 <개정 2011.5.30>
7910242a-6573-4c30-bb86-48f768d1688a,건축사법,{BUILDING},auto_regex,2,정의,"제2조(정의) 이 법에서 사용하는 용어의 뜻은 다음 각 호와 같다. <개정 2013.3.23, 2015.8.11> [1.] 1. ""건축사""란 국토교통부장관이 시행하는 자격시험에 합격한 사람으로서 건축물의 설계와 공사감리(工事監理) 등 제19조에 따른 업무를 수행하는 사람을 말한다. [2.] 2. ""건축사보""란 제23조에 따른 건축사사무소에 소속되어 제19조"
7910242a-6573-4c30-bb86-48f768d1688a,건축사법,{BUILDING},auto_regex,3,,제3조 삭제 <1977.12.31>
7910242a-6573-4c30-bb86-48f768d1688a,건축사법,{BUILDING},auto_regex,36,「민법」의 적용,제36조(「민법」의 적용) 건축사협회에 관하여는 이 법에 규정된 사항을 제외하고는 「민법」 중 사단법인에 관한 규정을 적용한다.
7910242a-6573-4c30-bb86-48f768d1688a,건축사법,{BUILDING},auto_regex,38,벌칙 적용 시의 공무원 의제,제38조의12(벌칙 적용 시의 공무원 의제) 다음 각 호에 해당하는 사람은 「형법」 제127조 및 제129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다. <개정 2015.8.11> [1.] 1. 제38조의11제2항에 따라 위탁받은 업무에 종사하는 사람 [2.] 2. 징계위원회의 위원
922bec0d-a799-4c87-92fa-1a2f7c29de17,건축사법 시행규칙,{BUILDING},auto_regex,1,목적,제1조(목적) 이 규칙은 「건축사법」 및 「건축사법 시행령」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
922bec0d-a799-4c87-92fa-1a2f7c29de17,건축사법 시행규칙,{BUILDING},auto_regex,2,설계도서의 범위,"제2조(설계도서의 범위) 「건축사법」(이하 ""법""이라 한다) 제2조제3호나목에서 ""국토교통부령으로 정하는 공사에 필요한 서류""란 다음 각 호의 서류를 말한다. <개정 2013.3.23> [1.] 1. 건축설비 계산 관계 서류 [2.] 2. 토질 및 지질 관계 서류 [3.] 3. 그 밖에 공사에 필요한 서류"
922bec0d-a799-4c87-92fa-1a2f7c29de17,건축사법 시행규칙,{BUILDING},auto_regex,3,건축사보의 신고 등,"제3조(건축사보의 신고 등) [①] ① 법 제7조제2항에 따라 건축사보가 되려는 사람은 별지 제1호서식의 건축사보 신고서에 다음 각 호의 서류를 첨부하여 법 제31조에 따른 건축사협회(이하 ""건축사협회""라 한다)에 제출하여야 한다. <개정 2016.2.11> [1.] 1. 다음 각 목의 어느 하나에 해당하는 서류 [가.] 가. 별지 제13호서식의 실무수련 "
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,1,목적,제1조(목적) 이 영은 「건축사법」에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,2,건축사보의 자격 분야,"제2조의2(건축사보의 자격 분야) 「건축사법」(이하 ""법""이라 한다) 제2조제2호나목에서 ""대통령령으로 정하는 분야""란 문화ㆍ예술ㆍ디자인ㆍ방송 분야를 말한다."
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,2,건축사보 자격기준,"제2조의3(건축사보 자격기준) [①] ① 법 제2조제2호다목에서 ""대통령령으로 정하는 학력 및 경력을 가진 사람""이란 다음 각 호의 어느 하나에 해당하는 사람을 말한다. 이 경우 제2호 및 제3호에 따른 실무경력은 졸업 이후의 실무경력으로 한정한다. [1.] 1. 대학에서 건축 관련 학과를 졸업한 사람 및 졸업예정자 또는 「고등교육법」에 따라 이와 동등 이"
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,2,,제2조 삭제 <1995.12.30>
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,3,,제3조 삭제 <1995.12.30>
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,30,징계대상자 등의 출석ㆍ진술권 등,제30조의8(징계대상자 등의 출석ㆍ진술권 등) [①] ① 징계대상자나 제30조의6제3항에 따른 관계인 또는 관계 기관의 임직원은 징계위원회에 출석하여 의견을 진술하거나 서면으로 의견을 제출할 수 있다. [②] ② 징계대상자는 대리인을 선임하여 징계의결 요구 사항에 대한 보충 진술을 하게 하거나 증거자료를 제출하게 할 수 있다. [③] ③ 위원장은 출석한 징
c5cc483c-0bd7-45fa-8469-ab80f6541dc1,건축사법 시행령,{BUILDING},auto_regex,34,공제조합의 보증대상 및 내용,제34조의5(공제조합의 보증대상 및 내용) [①] ① 공제조합이 할 수 있는 보증대상은 조합원이 법 제19조에 따른 업무를 수행하는 과정에서 부담하는 의무 또는 채무로 한다. [②] ② 법 제38조의5제1호에 따른 각 보증의 내용은 다음 각 호와 같다. [1.] 1. 입찰보증: 입찰에 참가하는 조합원이 입찰 참가자로서 부담하는 입찰보증금의 납부에 관한 의무
6bcdaa92-b118-4c54-a77b-924f768951cf,건축서비스산업 진흥법,{BUILDING},auto_regex,1,,제1장 총칙
6bcdaa92-b118-4c54-a77b-924f768951cf,건축서비스산업 진흥법,{BUILDING},auto_regex,1,목적,제1조(목적) 이 법은 건축서비스산업의 지원ㆍ육성에 필요한 사항을 정함으로써 건축서비스산업의 발전 기반을 조성하고 건축서비스산업의 진흥을 통하여 국민편의 증진과 국민경제의 발전에 이바지함을 목적으로 한다.
6bcdaa92-b118-4c54-a77b-924f768951cf,건축서비스산업 진흥법,{BUILDING},auto_regex,2,정의,"제2조(정의) [①] ① 이 법에서 사용하는 용어의 뜻은 다음과 같다. <개정 2018.12.18> [1.] 1. ""건축서비스""란 건축물과 공간환경(이하 ""건축물등""이라 한다)을 조성하는 데에 요구되는 연구, 조사, 자문, 지도, 기획, 계획, 분석, 개발, 설계, 감리, 안전성 검토, 건설관리, 유지관리, 감정 등의 행위를 말한다. [1.] 1의2. ""건"
6bcdaa92-b118-4c54-a77b-924f768951cf,건축서비스산업 진흥법,{BUILDING},auto_regex,3,국가 및 지방자치단체 등의 책무,"제3조(국가 및 지방자치단체 등의 책무) [①] ① 국가 및 지방자치단체는 건축서비스산업의 진흥을 위한 시책을 수립하고, 그 추진에 필요한 행정적ㆍ재정적 지원방안 등을 마련하여야 한다. [②] ② 건축주 및 발주자는 건축서비스사업이 공정한 기준과 절차에 따라 수행될 수 있도록 노력하여야 한다."
6bcdaa92-b118-4c54-a77b-924f768951cf,건축서비스산업 진흥법,{BUILDING},auto_regex,4,다른 법률과의 관계,제4조(다른 법률과의 관계) [①] ① 건축서비스산업에 관하여 다른 법률에 특별한 규정이 있는 경우를 제외하고는 이 법에서 정하는 바에 따른다. <개정 2018.12.18> [②] ② 이 법 중 건축기획에 관한 규정은 「건설기술 진흥법」 제46조에 우선하여 적용한다. <신설 2018.12.18>
6bcdaa92-b118-4c54-a77b-924f768951cf,건축서비스산업 진흥법,{BUILDING},auto_regex,35,벌칙 적용에서의 공무원 의제,제35조(벌칙 적용에서의 공무원 의제) 다음 각 호의 어느 하나에 해당하는 사람은 「형법」 제129조부터 제132조까지의 규정을 적용할 때에는 공무원으로 본다. <개정 2018.12.18> [1.] 1. 제22조의3에 따른 공공건축심의위원회의 위원 중 공무원이 아닌 위원 [2.] 2. 공공건축지원센터등의 임원 및 직원 [3.] 3. 제25조에 따른 건축진흥
be1c1fb0-7448-432e-babe-f5fb4c8f74d6,건축서비스산업 진흥법 시행규칙,{BUILDING},auto_regex,1,목적,제1조(목적) 이 규칙은 「건축서비스산업 진흥법」 및 같은 법 시행령에서 위임된 사항과 그 시행에 필요한 사항을 규정함을 목적으로 한다.
be1c1fb0-7448-432e-babe-f5fb4c8f74d6,건축서비스산업 진흥법 시행규칙,{BUILDING},auto_regex,2,건축서비스산업 진흥 시범사업 지정신청서,"제2조(건축서비스산업 진흥 시범사업 지정신청서) 「건축서비스산업 진흥법 시행령」(이하 ""영""이라 한다) 제8조제3항에서 ""국토교통부령으로 정하는 지정신청서""란 별지 제1호서식의 건축서비스산업 진흥 시범사업 지정신청서(전자문서로 된 신청서를 포함한다)를 말한다."
be1c1fb0-7448-432e-babe-f5fb4c8f74d6,건축서비스산업 진흥법 시행규칙,{BUILDING},auto_regex,3,전문인력 양성기관의 지정 신청 등,"제3조(전문인력 양성기관의 지정 신청 등) [①] ① 「건축서비스산업 진흥법」(이하 ""법""이라 한다) 제13조제2항에 따라 건축서비스 전문인력 양성기관으로 지정을 받으려는 자는 별지 제2호서식의 건축서비스 전문인력 양성기관 지정신청서(전자문서로 된 신청서를 포함한다)에 다음 각 호의 서류를 첨부하여 국토교통부장관 또는 지방자치단체의 장에게 제출하여야 한다."
